x1
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
330
0
30
330
0
0
0
330
0
30
0
330
30
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
0
0
30
0
0
30
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
30
0
30
0
0
0
0
330
0
0
0
0
0
0
30
0
0
0
30
0
30
330
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
30
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
30
0
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
330
30
0
330
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
330
0
0
330
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
330
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
330
0
0
30
0
0
0
0
0
0
0
0
0
0
0
330
0
0
30
0
0
0
0
