x1,x2,x3,x4,x5,x6
-0.7938337289399684,-0.6058177246306753,-0.3226134651546144,-0.6374955397071386,-0.6332021653074795,-0.20480568021761789
-0.40899577183432473,0.19870975444105882,-1.2963059179778305,-1.9093924488483693,-0.3554782442202713,-0.14507644213912926
1.0454531321886449,-0.4100204122640588,-0.5913235538366922,0.02700008150206211,0.5362312830734629,1.6982846686695123
-4.776034412635154,-4.070503037845311,-8.660211955611134,-2.453549593948277,-5.192552812498517,-4.036826056727993
-41.691258252900646,-48.771268740756824,-26.2889920701144,-37.85392181687272,-40.93842308391748,-45.642199694119455
-24.400857111815785,-21.25881255815288,-26.47018766472327,-23.62657960343289,-21.520062274979935,-20.416208381402377
-0.3572130061384269,0.15338243607404492,0.47808129663876625,-0.3671472929619694,-0.21419406023189852,-0.13246889146201388
-1.5346101474075375,0.4265818151187246,-2.8977220352356126,-0.8606792088247305,-1.1132732780800993,-0.46198730552137024
2.3580469986686268,3.0324844624826737,-1.5966124296787012,4.936538732915425,3.539975054928439,2.5821575780174397
-2.667715076049963,-0.7147397178888302,1.4796411415472528,-1.759735176563246,-2.734008890582884,-1.1022641428562245
-30.36024092527754,-27.843654573568557,-11.943137128592536,-24.672454034325735,-27.653368631613255,-25.949514118732232
-13.118302368107603,-11.97850810332081,-16.609146848086525,-11.802299478252662,-12.621343999123079,-12.363569030111618
-0.7058324519442932,-0.059684621539692895,-0.05042176710030461,-0.1596399435736391,-0.04795539677901453,-0.7743031128042894
-0.09869836553437492,-0.6768813715085258,2.499441670061024,-0.6161941219415807,-0.29310950557654764,-0.45969291439734195
5.932368995788818,2.357826313667994,3.6575146310723774,1.9343536071891068,2.588562028764096,3.912895073743626
1.5293351890398938,1.6959605391479118,0.4801957606876275,2.634617712012256,3.15375537075993,3.8382299887305558
-20.456037731889257,-17.289019939852096,-8.7651444290823,-17.57387521742396,-16.91856603170646,-17.223102870968752
-7.086369870212685,-6.939917128539784,-6.155952431841305,-6.1918071666355665,-6.84989968465417,-7.26007480231785
-0.8174857727690833,-0.3384491092667385,0.04240365907538209,0.09658243731646293,-0.1508015628495657,-0.5182989537875472
4.362673562051222,1.5927131873922695,3.515083845387855,3.268775109325422,1.1146778387393275,0.5250382361232552
3.02557626536436,0.5665661190704797,1.0728471324594302,0.6842872378076286,1.8492749298544073,-0.9896190878707302
1.4166175347527799,2.5790097260944425,0.8345180806151505,0.08380867077986183,3.318674639250691,4.601285850963949
-17.949638772132726,-18.10084557459914,-15.563656459735382,-18.590455229223068,-16.960736730933217,-17.101922866046234
-7.131794146148016,-6.7769151859499,-6.458821748657351,-7.013549576369961,-6.376597274489322,-6.916356576996292
-0.31220733654305466,-0.14153335563707833,0.004649101606308742,-0.22273828795088488,-0.05954327400133114,-0.1956081371825718
2.3140865486619373,0.9990775516803166,2.4731622823211747,2.813748214055838,1.790202603049771,1.198160598005059
1.7171690076824333,0.07771943815655337,4.399824297723676,0.5865500649315268,2.416240217949239,1.3704894445257336
0.7082743515665295,1.3093808012264054,0.23793716319856253,1.183276739104846,1.1185535352415783,0.4175549469025951
-13.006369853425,-11.763818787457618,-11.528543354091816,-11.820590081416533,-11.870582437997541,-11.682637877171622
-4.2893178750216086,-3.5854257074574454,-3.92355574497894,-3.9506373722798926,-3.334251666881744,-3.808714652201226
0.05731559382223073,0.006264299909650852,-0.07835942681576107,0.06265485675465289,-0.018635241912752065,0.047710074538110485
0.29923835610712773,0.34402552274472653,0.45020682732091466,1.3831433256012922,1.4546740013301873,1.5191679581601214
2.8575919523393645,3.99836746475725,3.807014140276268,2.780724314371369,2.905591872392211,2.01831274934639
6.661467796430948,4.091240564565618,4.477402362004768,4.063984100585705,-0.2343931779476828,2.2839178565739804
-21.378560689325614,-20.11978525121093,-10.490871067924136,-24.175895602557887,-21.327902998340527,-22.19835478307869
-7.404121759207846,-6.556176424644703,-6.399270181732439,-6.757351302293702,-6.848074609619666,-7.348654123359
0.15803792404603856,-0.483737005975354,0.039669833590021186,0.09108393324799098,0.05753105942246822,0.021826337982148055
-1.2521958403188107,-0.6310563236186522,1.5855791038233857,-0.1259167032028374,1.1582120932125954,0.9239096699271896
1.3109406814767197,0.08833689997956086,5.683927988225435,3.518400799701678,3.448910127141791,5.448107057516415
4.665980504360901,5.579255874028056,0.5864805757759386,2.016013953537719,0.7395872275473714,-0.3357953061195783
