x1,x2,x3,x4,x5,x6
-4.679991852922968,-9.274348080518651,-7.978077092771534,-7.912354005266933,-3.7743086150898546,-3.8374150148666746
-0.4939311646631788,-2.2753976469008492,-2.492916106854903,-1.3835873332102797,-2.273849656880821,-2.990442798644126
1.9697682710859976,2.1661938750475573,-1.1804149571257938,0.9982290485606871,1.3490336061522232,1.180216466154133
2.0986312891725176,1.5610609458428881,1.4460910059946988,2.3614200807569063,0.9393278265214678,1.4127853549340796
-12.54146055759026,-15.024247566970363,-13.827769567911014,-10.422400331364063,-11.471284517292752,-9.844362788072347
-4.793957678125942,-6.87560678778507,-11.788351020002953,-7.362868072563903,-6.310650641633778,-11.004922526131232
-5.0693158349578775,-3.9854067469355954,-6.305777051192768,-4.4403402311627485,-3.8250228202834786,-5.095589621509393
-1.1290963177680502,-2.4614654972880547,-5.196858972142789,-2.58541383061464,-1.8808037277527414,-5.192073999083455
2.2466185831208976,1.4687799659427385,-1.5549877099997256,1.9359796694849147,1.9101107460930769,1.4436612066620695
-0.12775384057954195,-1.623861029374719,2.8557426224013254,0.6873413546838086,2.201935485509241,1.2293890303113302
-13.27642900579021,-12.18576444649119,-8.667145575421085,-13.365097108101036,-8.680988769713494,-8.311563224082173
-3.3996486231384915,-1.7672006724872324,-2.5137813571636234,-2.158947126913875,-1.7808952129527051,-2.1536433836924145
-3.5901574164356886,-1.447805175821196,-3.6041208725073655,-2.8631640163427785,-4.420919341375499,-3.3644284542187006
-2.557520256927174,-0.5010892048341753,-0.8003525029541327,-1.5295227628106292,-2.702080014891335,-2.3274788764757974
1.0290807326491453,1.3399324046322363,1.3106350719004614,1.2052000569443886,1.4569508781604184,0.7107025618388496
0.26238039576243544,-2.549857380723701,1.1059112902396868,1.7665614584596547,0.412201140744312,0.7556662713888026
-15.559032891331974,-12.347847220441162,-13.976227905143233,-12.483968622958825,-12.063266814801215,-8.360364827124663
-8.352491967687975,-5.209892811518207,-4.457891543842002,-5.005389354795484,-3.758815803559247,-1.771207401306781
-1.7182709310017796,-0.48370921767718034,-1.9097306098187719,-0.5574827602031692,-3.2529626081753102,-3.794965031242542
-0.8412831974694112,-0.4880725719977259,-0.6459404671992726,-0.7894723446590254,-1.2432237953257306,-0.9567475631158502
-0.572483262604563,0.9019989554045473,-1.909497190828972,1.7939082958239014,0.5111087484333788,1.137606031989032
1.2202614087756858,0.3494227679434477,1.4050957939742923,-2.651882901211678,-0.7278663758044625,-2.40784738814316
-7.668030643568877,-11.438409021125995,-9.146942004380907,-11.416149785294696,-10.643282170232208,-11.009287680657525
-11.062326856192607,-11.379474424096777,-12.470643411375132,-11.539101288645673,-11.875419496281236,-10.797984621292253
-0.7360387815896504,-0.43536024742724316,-0.6059038007989704,-0.13708231460828446,-0.7213667560994599,-1.0117454590859274
-0.04424824311728329,-0.15693987522270103,0.1672362881655559,0.01498650738598907,-0.3384402003893512,-0.17865612741050313
-0.5060161470990798,0.38078871727174296,-0.9889089784067647,1.163349498031449,1.4630806806748986,2.1141274466188733
0.8043617472879089,-0.07834069791956363,-1.4304123141305263,-0.26805769701738663,-1.526052630863755,-1.904796649198964
-11.779604696593053,-8.372330280744182,-9.613417909210805,-9.86751126242439,-9.488474234139726,-10.117525558509312
-7.73126959388837,-8.570039430694505,-8.43870714209236,-8.476926033128231,-8.028514891445917,-8.29876755476466
-0.018260275255109936,-1.1007880379220716,-0.32211457989244435,-0.08035028600329673,-0.3998357641965771,-0.10883394773515517
0.46484969189643316,-0.44682510912221063,-0.24536228496648504,-0.2353895797191215,-0.27027590558516,-0.22339018256217755
0.04020826245266072,0.4215616367212382,0.22729973956552216,0.24150700280849663,1.0808987440489044,1.5351257108503578
0.7338368319480241,-1.3911265474032246,2.8088764795082994,-1.5402012777586667,-1.918262225301388,-1.0175461928125384
-8.143778570227125,-9.495111186309728,-7.460864816643785,-10.495341190553493,-10.37231717886041,-8.779659076912278
-10.735691669899838,-9.41993397102023,-9.781104410473928,-10.45983422795767,-10.17729922862369,-9.265282679645772
-0.48952784750473605,-3.992425328883882,-1.497460607139943,-2.8194523783215635,-0.22959221381880837,-0.5152355818637713
-0.74571855900644,0.7705265014832278,0.2859509593344054,0.1446367482950435,0.005256378550774101,-0.15322762202262302
-0.31068516859816137,-0.2168106019337954,-1.892757730923897,0.3261217277963204,0.402844970601196,0.34948699651294746
0.8654555975063403,-0.3516674380661435,1.7984692345022262,-0.139096386179226,-0.5356246555084877,-0.9267774727237565
-10.241935296503275,-8.805501847360592,-8.872740995670013,-9.352923159774972,-9.095811711661783,-7.703467608511101
-8.09491060549986,-7.836146484788999,-9.422179408136843,-8.001037995501395,-8.348482371991208,-7.881693742674078
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-3.7939595649061832,-14.291400558411983,-4.719593275611756,-6.455983921263141,-3.203334946879108,-3.842168649441412
-1.4439118543746732,-5.037006329513756,0.18444752990822463,-2.4158839629891937,-3.6614009403226273,-1.9723934030242636
1.8301387410673697,3.7068142890821876,-0.3352789965400749,0.4805553203004738,2.3998282474306225,1.128582013346636
2.4929286278029785,0.722994925344842,4.934534596862435,2.327544606715225,1.1456870478526042,1.4403212599815225
-11.352708466425366,-12.346148622949443,-11.44789727992875,-11.324885766204837,-12.858861308285514,-9.39975993869689
-4.784564574193549,-6.766456317396157,-11.679077836628924,-7.232630893271466,-6.166718756290098,-11.056213207616981
-6.726197016425791,-6.7743759058765844,-5.407680930048393,-3.962742392865407,-4.986615095006439,-6.0378366545871796
-2.9518485211652155,-4.514451282443763,-0.285602815395849,-1.6120888369816422,-3.3278030415015056,-3.134096899122765
2.962638256556071,1.8567105683740426,-0.3684817416612036,1.7726162147155082,2.4568541318483064,1.9209367502929071
-0.1114771257106372,-2.4000263658983227,1.6999574655195129,2.707234247565234,2.1334754340221034,1.8483878097737865
-17.151134831733,-15.014875675668042,-14.311053596319686,-15.048317553819286,-13.261392411461351,-10.101756697354944
-4.919456919821691,-2.5861271884088857,-3.4548870027252754,-3.374174154918961,-2.576973563745837,-3.011290704413295
-4.514779316563637,-1.3058318005105827,-3.2168146042330164,-1.9878461192864916,-2.954621662927784,-2.578497398726596
-3.5493155824825373,-1.0003279994236516,-2.3450640190887153,-1.952920569586916,-2.477117347461449,-2.648752611469764
0.6735056117274267,0.850778530047555,0.7743864761589612,0.5787676355690747,1.4975740717312764,0.6480438724521077
-0.2839514564783146,-0.3825263063989257,2.9135745803214905,7.278816144715315,-0.9690088799983484,0.24076290616049734
-15.769206836390902,-13.488865362663894,-11.38798432670542,-12.469691374318558,-13.624526181238553,-11.226135504373758
-8.401531832757906,-5.448140274610883,-4.5728924169909435,-5.414429093688576,-3.647083117105599,-1.6836886740091286
-1.159821983854297,-0.6688732593374701,-1.427011457953864,-0.7517897040979886,-3.123002676285005,-2.20372085611837
-1.2652649752502556,-1.0241295553602399,-0.16089965579364568,-1.0588337146174722,-1.5715354741113035,-1.8582790942954355
0.8797870319536429,2.282783098343008,-0.7336863017620311,0.753468826622049,0.5790889911274391,0.9887962958943042
-1.593541160575622,-0.9467228652945805,1.4701361074158892,-0.06055612730916273,-0.5241261297698919,-1.8420376695046619
-8.062983294472431,-10.731280283445344,-7.433450197168533,-7.304637301971736,-8.170660841303885,-12.045099771924056
-10.788936896486067,-10.855570470410674,-11.599361947700093,-11.428685649947644,-11.584835313697742,-10.286966308437615
0.032620886795928894,-0.8010411745784464,-0.26082988792449324,-0.5249592353100672,-1.0541250318902204,-0.7607927340327293
